file,session_id,protocol,anomaly,anomaly_score,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_duration_seconds,avg_packet_size
test4.pcapng,PCAP-000082,IMAP,1,0.06472773777405805,74,0,18425,1,0.0,24.879523038864136,248.98648648648648
test4.pcapng,PCAP-000083,IMAP,-1,-0.02397275228517859,40,0,7777,2,0.0,77.92431902885437,194.425
test4.pcapng,PCAP-000084,IMAP,1,0.01616629582487994,83,0,18841,1,0.0854,77.5546441078186,227.0
test4.pcapng,PCAP-000085,POP3,1,0.057145465902489756,13,0,4463,1,0.0,0.1109321117401123,343.3076923076923
test4.pcapng,PCAP-000086,POP3,1,0.060913284215448615,14,0,5571,0,0.0,0.011606931686401367,397.92857142857144
test4.pcapng,PCAP-000087,POP3,1,0.050357154653027925,27,0,8116,0,0.0,0.34993910789489746,300.5925925925926
test4.pcapng,PCAP-000088,POP3,1,0.05002436796492654,21,0,6552,0,0.0,0.08234190940856934,312.0
test4.pcapng,PCAP-000089,IMAP,1,0.057990245952191266,16,0,6113,0,0.0,0.032444000244140625,382.0625
test4.pcapng,PCAP-000090,POP3,1,0.06866981965930241,14,0,5571,0,0.0,1.2644329071044922,397.92857142857144
test4.pcapng,PCAP-000091,POP3,1,0.050874297167491755,17,0,5779,0,0.0,0.008732080459594727,339.94117647058823
test4.pcapng,PCAP-000092,POP3,1,0.06207665933955425,20,0,9936,0,0.0,0.017600059509277344,496.8
test4.pcapng,PCAP-000093,POP3,1,0.07570400463634663,20,0,8115,0,0.0,2.6720330715179443,405.75
test4.pcapng,PCAP-000094,POP3,1,0.048400313186610644,20,0,6552,0,0.0,0.015032052993774414,327.6
test4.pcapng,PCAP-000095,IMAP,1,0.05519375284649908,17,0,6113,0,0.0,0.0049550533294677734,359.5882352941176
test4.pcapng,PCAP-000096,POP3,1,0.039360235218704465,33,0,8050,1,0.0,1.0298779010772705,243.93939393939394
test4.pcapng,PCAP-000097,POP3,1,0.048400313186610644,20,0,6552,0,0.0,0.01246190071105957,327.6
test4.pcapng,PCAP-000098,IMAP,1,0.05519375284649908,17,0,6113,0,0.0,0.004709959030151367,359.5882352941176
test4.pcapng,PCAP-000099,POP3,1,0.06401300674381527,13,0,5571,0,0.0,1.0313210487365723,428.53846153846155
test4.pcapng,PCAP-000100,POP3,1,0.05169186703299511,31,0,8473,0,0.0,1.4416909217834473,273.3225806451613
test4.pcapng,PCAP-000101,POP3,1,0.0699081142277973,21,0,9368,1,0.0,0.520205020904541,446.0952380952381
test4.pcapng,PCAP-000102,POP3,1,0.048400313186610644,20,0,6552,0,0.0,0.015291929244995117,327.6
test4.pcapng,PCAP-000103,IMAP,1,0.05519375284649908,17,0,6113,0,0.0,0.0066890716552734375,359.5882352941176
test4.pcapng,PCAP-000104,POP3,1,0.04458560710333331,24,0,7159,0,0.0,0.02283501625061035,298.2916666666667
test4.pcapng,PCAP-000105,POP3,1,0.048400313186610644,20,0,6496,0,0.0,0.016107797622680664,324.8
test4.pcapng,PCAP-000106,IMAP,1,0.05348535493708667,17,0,6057,0,0.0,0.00534510612487793,356.29411764705884
test4.pcapng,PCAP-000107,POP3,1,0.048400313186610644,20,0,6552,0,0.0,0.013438940048217773,327.6
test4.pcapng,PCAP-000108,IMAP,1,0.05519375284649908,17,0,6113,0,0.0,0.004982948303222656,359.5882352941176
